@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
3,0,2,0,9,2600,0.194925,0,0.016221,65,0
0,0,1,0,4,?,3947,0,0.258812,35,0
0,0,0,0,3,2253,0.153061,0,1,27,0
1,0,0,0,5,8830,0.061148,0,0.377915,51,0
2,0,0,0,6,8100,0.069744,0,0.098408,47,0
2,0,1,0,6,4000,0.248188,1,0.829561,34,1
0,0,0,0,10,?,51,0,0.034384,84,0
0,0,1,0,6,10000,0.312869,0,0.11282,81,0
0,0,2,0,12,2375,0.385101,0,0.012539,63,0
3,0,2,0,9,1641,2.579172,0,0.996102,43,0
1,2,1,2,16,2000,6.094453,6,0.232227,59,1
0,0,1,0,5,?,2235,0,0.048037,30,0
0,0,2,0,22,13782,0.469419,1,0.530405,61,0
0,0,2,0,28,4570,0.262962,0,0.014467,51,0
0,0,1,0,6,?,1004,0,0.022421,72,0
0,0,2,0,5,5103,0.39185,0,0.00235,66,0
0,0,2,0,12,12500,0.225742,0,0.192535,38,0
0,0,0,0,3,3800,0.000526,0,0.088911,35,0
0,0,2,0,13,9999,0.4474,0,0.987743,50,0
0,0,1,0,13,3000,0.586138,0,0.218992,54,0
1,0,0,0,3,7100,0.099845,0,0.78834,43,0
0,0,2,0,19,10500,0.240453,0,0.211368,60,0
0,0,0,0,2,0,0,0,0.012987,22,0
1,0,0,0,3,5666,0.090524,0,0.247136,34,0
0,0,0,0,1,3000,0.129623,0,1,43,0
2,0,1,0,4,4000,0.493127,0,0.000738,41,1
0,0,0,0,1,2100,0.148025,0,0.866344,34,0
0,0,1,0,6,11142,0.229471,0,1,66,0
4,0,0,0,10,8025,0.224396,0,0.096114,41,0
2,0,2,0,3,7150,0.372395,0,0,37,0
?,1,0,2,1,?,219,0,1,41,1
0,0,0,0,3,2020,0.378525,0,0.595112,33,0
2,0,1,0,4,5200,0.326283,0,0.223678,67,0
0,0,2,0,9,9000,0.480058,1,0.328303,59,0
3,0,1,0,12,3200,1.052171,0,0.572324,50,0
2,0,1,0,8,4290,0.683524,0,0.966275,37,0
3,0,0,0,4,12850,0.012373,0,0.011074,52,0
1,0,1,0,6,2635,0.364188,0,0.123471,63,0
2,0,3,0,8,20000,0.520624,0,0.08791,54,0
1,0,3,0,14,5200,1.031725,0,0.480927,62,0
0,0,2,0,12,5468,0.447431,0,0.009917,64,0
0,0,0,0,14,10500,0.017903,0,0.135042,71,0
0,0,0,0,13,?,15,0,0.008,65,0
0,0,2,0,9,3500,0.604399,0,0.099191,57,0
0,0,1,0,4,2500,0.404638,2,0.125015,66,0
0,0,2,0,6,6466,0.401268,0,0.013714,47,0
2,0,2,0,4,?,3799,1,0.820545,45,0
1,0,1,0,6,4000,0.188453,0,0.019999,52,0
0,0,1,0,9,5018,0.450289,0,0,46,0
3,0,1,0,6,3308,0.526745,1,0.901795,47,0
0,0,2,0,6,7476,0.38478,2,0.391427,58,0
0,3,0,1,7,?,773,5,0.954449,55,1
0,0,3,0,17,5728,0.939431,0,0.289105,55,0
2,0,1,0,10,?,2162,0,0.601759,36,0
1,1,1,0,29,3456,1.141452,2,0.810546,57,1
0,1,1,1,7,3500,0.460726,0,0,53,0
0,0,0,0,2,2557,0.003127,0,0.17988,23,0
1,0,4,0,15,4850,1.84395,0,0.941447,54,0
2,0,3,0,8,7500,0.348887,0,0.017186,48,0
2,0,1,0,8,5200,0.702749,0,0.247597,56,0
1,0,2,0,7,?,1383,0,0.321935,44,0
0,2,1,2,8,?,2788,3,0.902797,45,1
0,0,1,0,19,5800,0.627823,0,0.537344,57,0
0,1,1,0,2,2800,0.313816,1,1,71,1
2,0,2,0,11,?,2209,0,0.100578,69,0
0,0,1,0,5,?,1968,0,0.012952,68,0
0,0,0,0,4,?,220,0,0.21954,31,0
0,0,0,0,7,?,263,0,0.126459,60,0
1,1,0,0,2,2200,0.009995,0,0.087649,27,1
1,0,2,0,13,5976,0.592103,0,0.544761,58,0
3,0,0,0,3,8494,0.03402,0,0.099273,58,0
1,0,0,0,5,2000,0.318341,0,0,48,0
0,0,0,0,2,?,0,0,0,43,0
3,0,1,1,5,3557,0.224283,0,0.963615,46,0
1,0,1,0,6,8050,0.256738,0,0.027131,43,0
2,0,0,0,5,2916,0.310936,1,0.030586,36,0
0,0,1,0,8,12000,0.264228,0,0.041085,64,0
2,0,0,0,7,4375,0.157678,0,0,36,1
0,0,3,0,6,?,4212,0,0,48,0
0,0,0,0,3,1351,0.196746,0,1,68,0
1,0,1,0,8,4583,0.545157,0,0.09601,53,0
0,0,1,0,3,?,1898,1,0,37,0
0,0,2,0,24,6600,0.554916,0,0.22782,77,0
1,0,0,0,9,3700,0.064577,0,0.019391,68,0
2,0,3,0,9,9333,0.651703,0,0.72676,55,0
1,0,3,0,18,?,2859,0,0.142123,54,0
0,0,0,0,10,5541,0.299711,0,0.058416,29,0
0,0,0,0,6,5650,0.012387,0,0.062082,28,0
0,0,1,0,7,4620,0.437351,0,0,43,0
1,0,1,0,12,2000,1.434783,0,0.072018,50,0
0,0,2,0,8,1400,1.687366,0,0,37,0
0,1,1,0,2,4566,0.540617,1,1,60,1
1,0,0,0,12,2500,0.12475,0,0.016119,38,0
1,0,2,0,13,?,3400,0,0.593789,63,0
2,0,1,0,12,7433,0.401668,0,0.040253,54,0
1,0,0,0,6,4000,0.253687,0,0.443626,53,0
0,0,0,0,6,6417,0.014802,0,0.055759,62,0
1,0,0,0,10,6000,0.276621,0,0.696496,46,0
0,0,2,0,8,4417,0.785197,1,0.580695,39,0
0,0,0,0,16,7000,0.139694,0,0.073727,53,0
2,1,1,0,4,4710,0.482276,0,0.887081,45,1
0,0,2,0,21,?,4681,0,0.414619,70,0
0,0,0,0,4,1912,0.487716,0,0.85324,62,0
0,0,0,0,3,2000,0.261369,0,0.041192,31,1
0,0,0,0,3,5750,0.007999,0,0.015201,63,0
1,0,1,0,9,3091,0.682406,0,0.839793,54,0
1,0,1,0,13,4750,0.281414,0,0.021419,57,0
1,0,0,0,6,2000,0.323338,0,0.845719,50,0
2,1,1,0,2,7500,0.062792,0,0.965035,35,1
4,0,3,0,11,?,2196,0,0.124366,53,0
0,0,1,0,11,6500,0.318874,0,0.033204,71,0
?,0,0,0,0,?,278,0,1,82,0
1,0,1,0,10,6366,0.917544,2,0.760017,48,0
0,0,0,0,8,?,430,0,0.147776,33,0
0,0,4,0,23,5633,2.219737,1,1.008516,59,1
1,0,1,0,9,1614,0.634675,0,0,68,0
0,0,0,1,3,4551,0.04196,0,0.119776,31,0
0,0,1,0,7,6333,0.596621,1,0.078912,50,0
0,0,0,0,11,8000,0.234096,1,0.018857,35,0
1,0,2,0,14,6975,0.418148,0,0.551441,44,0
2,1,1,1,5,6166,0.254257,0,1,34,1
0,0,1,0,12,6895,0.199101,0,0.024688,45,0
4,2,1,5,6,?,2518,0,0.796279,44,0
1,0,0,0,2,2500,0.037185,0,0.623875,41,0
0,0,0,0,11,2083,0.082054,0,0.067697,75,0
2,0,1,0,6,5500,0.316851,3,0.33094,41,0
0,0,0,0,6,3000,0.008664,0,0.012739,70,0
2,0,2,0,10,7031,0.496729,0,0.447465,59,0
2,0,2,0,17,4500,0.88447,0,0.983078,42,1
0,0,0,0,12,?,0,0,0,57,0
0,0,2,0,12,1850,1.473798,0,0.972151,59,1
3,0,3,0,15,4179,1.602153,2,0.714457,49,0
0,0,2,0,12,5500,0.457735,0,0.254093,57,0
1,0,1,0,5,4120,0.619267,1,0.433365,32,0
0,0,1,0,8,2531,0.533965,0,0.288425,77,0
0,0,3,0,20,5383,0.484398,0,0.195257,48,0
0,0,1,0,7,6390,0.380692,0,0.078534,49,0
1,0,1,1,8,7416,0.37077,1,0.160061,41,0
0,0,2,0,11,8300,0.226599,0,0.032008,73,0
0,0,2,0,5,4272,0.26726,0,0.322649,38,0
0,0,0,0,5,3417,0.160913,0,0.617026,26,1
0,0,2,0,15,14600,0.279981,1,0.409985,69,1
2,0,3,0,23,?,6994,0,0.202775,59,0
2,0,0,0,8,1750,0.288978,0,0.087406,32,0
1,0,1,0,14,4000,0.300175,0,0.045694,49,0
1,0,2,0,14,10000,0.323068,0,0.02278,53,0
0,0,1,0,5,?,1463,0,0,62,0
0,0,0,0,7,6400,0.087018,0,0.644711,27,0
3,0,3,0,11,11250,0.381655,0,0.472496,42,0
0,0,2,0,8,9500,0.365119,0,0.017509,59,0
1,0,1,0,11,6000,0.370438,0,0.111328,32,0
1,0,0,0,1,3000,0.001333,0,0.279441,57,0
0,0,0,0,2,4916,0.005084,0,0.170166,42,0
0,0,0,0,4,3400,0.155248,0,0.074231,25,0
0,0,2,0,10,5000,0.372925,0,0.6857,44,0
2,0,2,0,7,9000,0.248861,0,0.018457,53,0
1,0,0,0,10,1864,0.010724,0,0.001786,87,0
?,0,0,0,2,?,7,0,0,65,0
0,0,2,0,9,6664,0.254914,0,0.1134,31,0
0,0,0,0,5,?,4,0,0,83,0
0,0,2,0,10,3500,0.363039,0,0.013096,55,0
1,0,4,0,5,21910,0.280407,0,0.015199,59,0
0,0,0,0,9,5417,0.016796,0,0.042969,60,0
0,0,0,0,19,7435,0.012507,0,0.022441,63,0
0,0,1,0,5,?,937,0,0.030053,58,0
1,0,1,0,18,11583,0.164019,0,0.480988,59,0
0,0,1,0,11,?,1252,0,0.238236,70,0
0,0,2,0,11,?,3228,0,0.241622,40,0
0,0,2,0,12,?,3955,0,0.892003,60,0
1,0,0,0,6,2500,0.162335,0,0.018476,49,0
0,0,0,0,11,3500,0.138246,0,0.299786,76,0
1,0,3,0,20,16383,0.345825,0,0,67,1
0,0,3,0,32,8600,0.575631,0,0.462736,64,0
2,0,1,0,12,6250,0.507759,0,0.268399,38,0
?,0,0,0,5,?,4,0,0.002304,73,0
0,0,2,0,7,5594,0.248972,0,0,61,0
0,0,0,0,12,4000,0.27818,0,0.103319,84,0
0,0,1,0,12,?,2574,0,0.171135,52,0
3,0,2,0,15,2806,0.730317,0,0.001267,40,0
0,0,0,0,8,4076,0.018151,0,0.029542,82,0
0,0,0,0,3,6000,0.005166,0,0.108356,63,0
2,1,1,0,10,5800,0.10481,2,0.324716,58,0
1,0,1,0,12,10000,0.273973,0,0.080482,38,0
1,1,2,1,4,8000,0.526684,1,0,41,1
0,0,0,0,22,8166,0.068936,0,0.017029,72,0
2,0,4,0,15,10743,0.684568,1,0.199666,49,0
1,0,5,0,27,24090,0.362584,0,0.003812,50,0
0,0,1,0,17,5000,0.283543,0,0.033192,57,0
5,0,0,0,2,2440,0.196641,0,1,34,0
0,0,5,0,16,18694,0.363573,0,0,66,0
0,0,0,0,8,4558,0.143672,1,0,48,0
2,0,1,0,19,5316,0.542411,1,0.188059,55,0
0,0,3,0,11,11350,0.349573,0,0.477141,71,0
2,0,1,0,7,8303,0.152938,0,0.52357,40,0
0,0,2,0,8,9750,0.469695,0,0.857122,64,0
2,0,2,0,7,7666,0.226816,0,0.027789,52,0
0,0,0,0,6,?,325,0,0.822094,76,0
3,0,2,0,22,6700,0.878526,0,0.353103,45,0
0,0,1,0,5,3800,0.424099,0,0.67319,35,0
0,0,1,0,11,?,1609,0,0.180297,62,0
0,0,0,0,4,4100,0.151914,0,0.556134,36,0
0,0,1,0,10,6700,0.224295,0,0.057156,60,0
0,0,2,0,4,?,2498,0,0.037448,73,0
3,0,0,0,14,?,1146,0,0.620904,42,0
2,1,2,0,10,9335,0.282883,0,1,65,0
0,0,2,0,8,4000,0.419895,0,0.966736,64,0
0,0,1,0,11,5000,0.090382,0,0.02,48,0
0,0,1,0,7,?,1348,0,0.275749,62,0
0,0,2,0,9,7000,0.254107,0,0,60,0
1,0,9,0,11,8486,1.123247,0,1,51,0
2,0,2,0,10,4083,0.60284,0,0.205031,39,0
1,1,1,0,10,3526,0.490218,3,1.083406,55,1
3,0,1,0,12,2400,1.034152,0,0.688666,34,0
0,0,0,0,3,2125,0.411101,0,0.600289,26,0
0,0,0,0,8,1000,1.412587,0,0.443379,42,0
1,0,3,0,14,9300,0.477691,0,0.270429,62,0
1,0,1,0,7,4241,0.324611,0,0,57,0
2,0,2,0,10,8200,0.445555,0,0.128842,37,0
1,0,1,0,6,8200,0.26509,0,0.339648,65,0
2,0,2,0,10,4400,0.643263,0,0.123206,44,0
1,0,2,0,7,9100,0.329414,0,0.0035,48,0
0,0,0,0,22,7041,0.036921,0,0.041736,46,0
0,0,0,2,0,?,31,0,1,42,1
0,0,1,0,15,?,3268,2,0.956398,35,0
0,0,1,0,5,5895,0.289518,0,0.24637,73,0
1,0,2,0,13,?,1234,0,0.065789,69,0
4,0,3,0,18,3280,0.563852,0,0.351893,45,0
0,0,2,0,7,5166,0.450358,0,0.033499,29,0
2,0,1,0,15,10000,0.216678,0,0.088337,43,0
0,0,0,0,13,1332,0.048762,0,0.029571,80,0
1,0,1,0,11,10400,0.28978,0,0.168773,58,0
0,0,1,0,14,5500,0.141974,0,0.032439,86,0
3,0,0,0,4,4800,0.154551,0,1,28,0
0,0,0,0,12,17666,0.105621,0,0.831214,42,0
0,0,3,0,22,13500,0.263462,0,0.063227,59,0
2,0,1,0,11,250,8.007968,0,0.019139,43,0
0,1,0,0,5,4200,0.133778,0,0.43641,27,0
2,0,1,0,11,3583,0.303013,0,0.483301,40,0
2,0,0,0,1,?,65,0,0.955237,63,0
0,0,1,0,12,5199,0.343654,0,0.135408,61,0
0,0,3,0,13,2500,2.69972,0,0.198674,44,0
0,0,5,0,11,14999,0.643,0,0.127245,46,0
3,0,1,0,5,12559,0.108599,0,0,42,0
2,0,0,0,5,6500,0.196739,0,0.809738,49,0
0,0,0,0,6,?,140,0,0.100836,87,0
0,0,0,0,7,?,60,0,0.068398,86,0
0,0,0,0,8,?,24,0,0.027999,70,0
1,0,0,0,12,5200,0.169006,0,0.085784,72,0
0,0,1,0,9,4000,0.549863,0,0.13224,59,0
2,0,0,0,7,4800,0.135388,0,0.924107,24,0
3,0,1,0,6,5952,0.378129,0,0.655147,46,0
1,0,2,0,8,4054,0.534155,0,0.329152,41,0
0,1,0,0,4,4500,0.154188,1,1,30,0
0,0,1,0,20,6852,0.208084,0,0.170116,63,0
2,0,1,0,7,5000,0.497301,0,0.187409,38,0
0,0,0,0,14,4000,0.234941,0,0.336222,44,0
0,0,2,0,7,5000,0.943611,0,0.008248,66,0
3,0,2,0,13,8333,0.50456,0,0.137529,42,0
0,0,2,0,6,3400,0.900911,1,1,35,1
1,0,0,0,6,3500,0.007998,0,0.014088,51,0
1,0,0,2,3,3000,0.142286,1,0.536462,45,0
0,2,0,1,4,2833,0.270289,0,0.918342,33,0
0,0,2,0,10,?,2391,0,0,51,0
0,0,0,0,9,1600,0.106808,0,0.983339,27,1
0,0,6,0,46,23033,0.420292,0,0.267369,50,0
0,0,0,0,8,3500,0.304199,0,0.041105,28,0
3,0,2,0,12,15000,0.355376,0,0,49,0
2,0,2,0,6,4200,0.435849,0,0.004505,39,0
2,0,2,0,12,4200,0.31802,0,0.021547,56,0
1,0,2,1,14,7600,0.310222,0,0.621008,64,0
0,0,1,0,13,17860,0.286938,0,0.498489,39,0
2,0,2,0,8,12999,0.443923,0,0.447466,44,0
0,0,0,0,7,1806,0.595462,0,0.360689,70,0
0,0,2,0,5,?,1784,0,0.033214,66,0
0,0,0,1,8,4073,0.194158,0,0.010893,71,0
1,0,2,0,12,9500,0.278076,0,0.769774,53,0
?,0,0,0,2,?,28,0,0.175604,28,0
1,0,4,0,11,12700,0.501614,0,0.922506,45,1
1,0,2,0,11,7043,0.481545,0,0.654651,33,0
2,0,1,0,6,8690,0.357151,0,0.844909,60,0
0,0,2,0,6,6400,0.357757,0,1,34,0
3,0,1,0,4,10000,0.150485,0,0.024379,52,0
0,0,0,0,8,6500,0.240425,0,0.770868,49,0
2,0,1,0,6,4000,0.233692,0,0,71,0
0,0,1,0,2,?,1305,1,1,50,1
1,0,0,0,11,3071,0.120768,0,0.132464,44,0
0,0,0,0,9,3000,0.214595,0,0.558874,30,0
0,0,0,0,3,?,1845,0,0.850299,41,0
0,0,0,0,3,2566,0.365407,0,0,34,0
0,0,2,0,8,8395,0.342544,0,0.903123,47,0
3,0,2,0,11,25000,0.151994,1,0.496969,39,0
1,1,2,2,8,3800,0.521442,6,1.025987,63,0
0,0,0,0,3,?,509,0,0,40,0
0,0,1,0,4,4052,0.418702,0,0.011501,43,0
0,0,0,0,7,?,114,0,0,60,0
0,1,1,0,4,3325,0.302766,0,0.425597,43,0
2,0,1,0,11,?,1959,0,0.087453,71,0
2,0,1,0,4,3500,0.431305,0,0,44,0
2,0,1,0,10,?,1529,0,0.195056,73,0
2,0,1,0,6,12667,0.19269,0,0.231832,44,0
1,0,2,0,17,10800,0.293399,1,0.328574,66,0
0,0,0,0,1,2500,0.0012,0,0.010299,29,0
0,0,1,0,7,4091,0.311584,0,0.090362,77,0
0,0,0,0,7,5000,0.0012,0,0.005452,59,0
0,0,0,0,3,2000,0.214393,0,1.006956,66,0
0,0,1,0,5,?,508,0,0.007899,72,0
0,0,1,0,5,?,1394,0,0,29,0
1,1,0,4,2,6727,0.237812,0,1,52,1
1,0,0,0,3,3600,0.205498,0,0.29611,30,0
0,0,0,0,4,1,37.5,0,0.044576,61,0
0,0,1,0,6,?,681,0,0.00035,73,0
0,0,0,0,3,820,0.633374,0,0,25,0
0,0,1,0,8,9752,0.286681,0,0.186852,62,0
0,0,0,0,1,4482,0.004461,0,0.032998,30,0
0,1,1,0,8,?,2357,0,0.982404,57,0
0,1,2,0,11,6250,0.43785,4,0,36,0
0,3,1,3,5,?,2748,1,0.537417,38,1
0,0,0,0,1,?,7,0,0.369472,21,0
0,98,0,98,0,2700,0,98,1,27,1
2,0,0,0,3,3750,0.178619,0,0.295741,47,0
1,0,1,0,9,5893,0.33848,0,0.044178,31,0
0,0,0,0,3,1917,0.003128,0,0.010093,37,0
3,0,1,0,16,12815,0.260456,0,0.051019,59,0
0,0,2,0,7,11000,0.194619,5,1,63,0
0,0,0,0,2,1,0,0,1,63,0
0,0,3,0,8,2900,0.505688,0,0.827201,53,0
0,0,0,0,2,7667,0.001826,0,0.022418,72,0
1,0,1,0,18,2400,0.918784,0,0.514709,35,0
1,0,0,0,4,5166,0.003871,0,0.017833,38,0
0,0,0,0,8,30000,0,0,0.000172,71,0
0,0,3,0,14,11666,0.335905,0,0.056895,64,0
0,0,0,0,5,6780,0.112225,3,1,39,0
0,0,1,0,8,?,2743,0,0.212426,36,0
0,0,2,0,3,372,14.018767,0,0.012399,66,0
1,1,2,0,7,10000,0.258874,1,0.197702,55,1
1,0,1,0,12,11750,0.432814,0,1.624465,61,0
0,0,0,0,6,1781,0.569585,1,0.768821,25,1
1,0,1,0,5,5252,0.087569,1,0,63,0
0,0,0,0,6,1500,0.709527,0,0.884177,32,0
1,0,0,0,3,12000,0.004916,0,0.332945,38,0
0,0,0,0,4,1500,0.566289,0,1,32,0
2,0,0,0,3,1107,0.088448,1,0.03083,48,0
1,0,0,0,1,5600,0.001607,0,0.005661,42,0
1,0,1,0,11,2000,0.758121,0,0.047724,66,0
0,1,1,0,3,?,520,1,1,70,1
0,1,0,2,4,?,813,1,1,31,0
0,0,0,0,8,3750,0.04852,1,0.9477,39,0
1,0,0,4,5,3750,0.428419,1,0.978808,47,1
0,0,2,3,7,1800,0.801222,3,1.050952,61,1
0,0,1,0,4,0,1189,0,0.098515,72,0
3,0,0,1,2,3041,0.04142,0,1,39,1
?,0,1,0,6,?,1959,0,0.000642,53,0
0,0,0,0,0,?,190,0,1,79,1
0,0,0,0,7,2452,0.017937,0,0.023656,70,0
3,0,2,0,11,5917,0.632308,0,0.911663,37,0
?,0,1,0,3,?,1743,0,0.059113,59,0
0,0,0,0,6,0,45,0,0.04297,40,0
1,0,1,0,9,13000,0.074071,0,0.026599,62,0
1,0,2,1,13,7500,0.173444,0,0.106507,40,0
0,0,2,0,11,5800,0.848819,0,0.849229,60,0
3,0,2,0,9,11250,0.432584,0,0.350848,47,0
0,0,0,0,10,3501,0.097373,0,0.013626,76,0
0,0,0,0,3,8333,0.00108,0,0.006161,41,0
2,0,1,0,6,2836,0.967924,1,1,64,1
0,0,0,0,8,2660,0.191657,1,0.028593,33,0
0,0,0,0,0,1200,0,0,1,31,0
0,0,0,0,3,?,41,0,0.026159,74,0
0,0,2,0,16,5598,0.327737,0,0.009937,76,0
2,1,0,0,13,4100,0.427944,0,0.371644,32,0
1,0,0,0,4,6880,0.367098,1,0.924602,43,1
0,0,0,0,24,4300,0.363636,0,0.250519,77,0
0,0,5,0,13,?,4546,1,0.001128,81,0
0,0,2,0,13,?,1062,0,0.017836,80,0
2,0,2,0,6,5000,0.816437,0,0.101811,36,0
0,1,0,2,1,3700,0.025399,0,1,55,1
0,0,1,0,8,6300,0.282177,0,0.293554,63,0
0,0,2,0,7,4166,0.308615,0,0.179849,45,0
2,0,0,0,8,8000,0.12186,0,0.013175,41,0
5,0,0,0,4,10000,0.028497,0,0.18028,47,0
2,0,0,0,8,6800,0.141303,1,0.617672,44,0
0,0,1,0,10,?,2277,0,0.9552,44,1
2,0,0,0,6,3950,0.294356,0,0.655345,35,0
0,0,1,0,6,3333,0.692561,0,0.494344,51,0
2,0,2,0,5,8100,0.222071,0,0.105556,45,0
2,0,1,0,6,5000,0.228154,0,0.169233,47,0
0,0,0,0,2,?,117,0,1,46,1
0,0,1,0,15,2000,1.404298,0,0.441343,45,0
1,0,2,0,3,8857,0.182434,0,0.071486,53,0
0,0,0,0,7,?,419,0,0.007318,64,0
1,0,1,0,9,7813,0.583696,0,0.508255,47,0
1,0,1,1,5,5147,0.492424,0,1,41,1
0,0,1,0,10,3500,0.558412,0,0.280334,34,0
0,0,1,0,7,4705,0.129409,0,0.014084,67,0
0,0,0,0,9,?,87,0,0.07593,40,0
0,0,1,0,12,5793,0.571108,0,0.846164,47,0
2,0,0,0,8,6016,0.000831,0,0.010646,32,0
4,0,1,0,7,8333,0.400888,0,0.281678,32,0
0,0,0,0,0,?,602,0,1,24,0
0,0,1,0,4,?,1342,0,0.35829,71,0
0,2,1,0,6,4050,0.196001,1,0.197213,49,0
?,0,0,0,4,?,91,0,0.054562,67,0
0,0,0,0,2,?,0,0,0,48,0
0,0,1,0,6,?,2549,1,0.04989,44,0
2,0,2,0,16,?,5317,0,0.906382,50,0
2,0,4,0,14,7526,0.838448,0,0.594106,42,0
0,0,2,0,10,8500,0.177038,0,0.03383,58,0
1,0,0,0,5,4000,0.018495,0,0.041397,64,0
0,0,0,0,5,3085,0.195399,0,0.10366,29,0
1,0,0,0,3,2900,0,0,1,30,1
0,0,1,0,3,8483,0.523102,0,0.151567,61,0
2,0,1,0,7,9000,0.378736,4,0.680162,47,1
2,0,0,0,10,5885,0.122324,0,0.060876,67,0
0,0,0,0,1,925,0.176026,0,1,24,0
0,0,1,0,4,5966,0.224233,0,0.084647,70,0
3,0,3,0,23,?,4200,0,0.076419,44,0
0,0,0,0,6,2214,0.007223,0,0.017639,89,0
0,0,0,0,3,2955,0.166103,0,0.665174,54,0
1,0,0,0,2,15834,0.005178,0,0.025797,75,0
0,0,1,0,7,9000,0.375292,0,0.223678,35,0
?,0,0,0,1,?,40,0,0.242501,27,0
1,0,1,0,7,3500,0.327049,0,0.101924,63,0
1,0,1,0,8,4800,0.564257,0,0.891624,37,0
0,0,1,0,7,?,1660,1,0.93669,50,0
0,0,2,0,15,10300,0.514125,0,0.339486,31,0
1,0,1,0,15,14866,0.291384,1,0.151847,56,0
?,0,1,0,6,?,1102,0,0.036632,61,0
?,0,0,0,3,?,9,0,0.02756,78,0
0,0,0,0,7,790,2.777497,0,0.61506,47,0
0,0,1,0,18,?,1557,0,0.071618,70,0
0,0,1,0,9,5833,0.732259,0,0.239736,45,0
1,0,2,0,6,4666,0.389115,0,0.087409,39,0
0,0,2,0,6,?,4729,0,0.291791,37,0
0,0,1,0,8,21730,0.090884,0,0.023749,59,0
1,2,0,2,6,8050,0.200472,2,1.022704,44,1
0,0,0,0,2,?,637,0,0.822859,37,0
0,0,1,0,20,12000,0.145238,0,0.007329,68,0
3,0,0,0,0,7000,0.001143,0,1,46,0
0,0,2,0,9,3652,0.624692,0,0,60,0
0,0,1,0,3,2250,1.065304,0,0.537109,56,0
1,0,0,0,6,2166,0.133364,1,0.319448,55,0
0,0,1,0,8,7595,0.182859,0,0.073917,44,0
0,0,0,0,13,3750,0.188216,0,0.504431,25,0
0,0,1,0,5,6000,0.410598,0,0.159245,50,0
0,0,0,0,4,5700,0.008595,0,0.004571,28,0
0,0,1,0,4,?,704,0,0.15299,65,0
2,0,2,0,27,1250,3.452438,2,0.373342,48,0
0,0,0,0,8,2500,0.14914,0,0.909495,23,1
0,0,1,0,8,3900,0.688541,0,0,78,0
1,0,0,0,15,7000,0.358806,0,0.90456,36,0
0,0,0,0,1,3100,0,0,0,24,0
0,0,1,0,6,7227,0.197565,0,0.024625,50,0
0,0,0,0,4,?,0,0,0,81,0
0,0,1,0,12,?,1876,0,0.012536,67,0
2,0,4,0,13,6500,0.547762,2,1143,44,1
1,1,0,0,4,5133,0.063498,0,0.442309,43,0
0,0,0,0,5,1122,0.002671,0,0.004222,77,0
0,0,3,0,10,12700,0.310054,0,0.086283,61,0
0,0,1,0,11,6333,0.39359,0,0.282711,63,0
0,0,2,0,24,7000,0.36909,0,0.005968,67,0
0,0,0,0,4,5313,0.003764,0,0.047814,86,0
0,0,1,0,6,4000,0.182954,0,0.015679,73,0
1,0,1,0,13,6000,0.31778,0,0.01729,49,0
1,0,0,0,4,5250,0.011998,0,0.077514,29,0
0,0,0,0,3,1100,0.248865,0,0.243902,29,0
1,0,2,0,10,5833,0.465547,0,0.76305,63,0
0,0,1,0,9,3750,0.41349,0,0.159874,42,0
1,0,4,0,10,4300,0.796094,0,0.041684,44,0
0,0,1,0,14,5003,0.226219,0,0.093598,62,0
1,0,0,0,13,3500,0.44016,0,0.314304,51,0
7,0,1,1,4,5183,0.427855,0,1,46,1
0,0,0,1,5,4667,0.266495,1,0.663134,41,0
0,0,1,0,6,?,4068,0,0.264172,58,0
0,0,0,0,3,1480,0.129642,0,0.584718,24,0
0,1,0,2,5,2779,0.305396,2,0.752446,55,1
1,0,1,0,5,25000,0.130235,0,0.170236,57,0
0,0,0,0,8,6800,0.156889,0,0.17773,34,0
0,0,1,0,9,?,3740,0,0.187269,69,0
0,0,1,0,7,4400,0.389911,0,0.121227,34,0
0,0,0,0,1,1600,0.262961,1,1,48,1
2,0,1,3,3,4950,0.218542,1,1,53,0
3,0,1,0,9,14593,0.257092,0,0.036813,60,0
3,0,0,0,9,5100,0.002352,0,0.012925,54,0
3,0,2,0,7,13500,0.298645,0,0.127202,45,0
4,0,2,0,11,8692,0.374094,0,0.659891,41,0
0,0,0,0,4,4450,0,0,0,40,0
0,1,2,0,21,12500,0.358771,2,0.03257,48,0
?,0,0,0,4,?,4,0,0.002586,68,0
0,0,0,0,3,?,279,0,0.163401,63,0
0,0,1,0,17,2916,0.518684,0,0.000292,60,0
0,0,0,0,4,2000,0.073963,0,0.836666,71,0
0,0,2,0,20,6000,0.375937,0,0.05079,57,0
1,1,1,2,8,3050,1.433628,6,0.769765,37,1
0,0,0,0,5,4048,0.117313,0,0.377589,34,0
